Version Number,Data Type,Code ,Description
,HCPCS,15731,Formation of axial pattern forehead flap graft with preservation of vascular pedicle
,HCPCS,15733,Formation of buccinator flap graft with preservation of vascular pedicle
,HCPCS,15734,Formation of fasciocutaneous flap graft of trunk
,HCPCS,15736,Formation of fasciocutaneous flap graft of upper extremity
,HCPCS,15738,Formation of fasciocutaneous flap graft of lower extremity
,HCPCS,15740,Formation of island pedicle flap graft
,HCPCS,15750,Formation of neurovascular pedicle flap graft
,HCPCS,15756,Free myocutaneous flap with microvascular anastomosis
,HCPCS,15757,Free skin flap with microvascular anastomosis
,HCPCS,15758,Free fascial flap with microvascular anastomosis
,HCPCS,15760,Composite graft
,HCPCS,15770,Dermal-fat-fascia graft
,HCPCS,15775,Hair transplant
,HCPCS,15776,Hair transplant
,HCPCS,15777,Implantation of biologic implant
,HCPCS,15780,Dermabrasion of face
,HCPCS,15781,Dermabrasion of segment of face
,HCPCS,15782,Dermabrasion procedure
,HCPCS,15783,Dermabrasion procedure
,HCPCS,15786,Abrasion procedure
,HCPCS,15787,Abrasion procedure
,HCPCS,15788,Chemical peel of epidermis of face
,HCPCS,15789,Chemical peel of dermis of face
,HCPCS,15792,Chemical peel of epidermis
,HCPCS,15793,Chemical peel of dermis
,HCPCS,15819,Cervicoplasty
,HCPCS,15820,Blepharoplasty of lower eyelid
,HCPCS,15821,Blepharoplasty of lower eyelid
,HCPCS,15822,Blepharoplasty of upper eyelid
,HCPCS,15823,Blepharoplasty of upper eyelid
,HCPCS,15824,Rhytidectomy of forehead
,HCPCS,15825,Rhytidectomy of neck with platysmal tightening
,HCPCS,15826,Rhytidectomy of glabellar frown lines
,HCPCS,15828,"Rhytidectomy of chin, cheek and neck"
,HCPCS,15829,Rhytidectomy with subcutaneous and musculoaponeurotic system flap
,HCPCS,15830,Infraumbilical panniculectomy
,HCPCS,15832,Excision of excessive skin and subcutaneous tissue of thigh
,HCPCS,15833,Excision of excessive skin and subcutaneous tissue of lower leg
,HCPCS,15834,Excision of excessive skin and subcutaneous tissue of hip
,HCPCS,15835,Excision of excessive skin and subcutaneous tissue of buttock
,HCPCS,15836,Excision of excessive skin and subcutaneous tissue of upper arm
,HCPCS,15837,Excision of excessive skin and subcutaneous tissue of forearm
,HCPCS,15838,Excision of excessive skin and subcutaneous tissue
,HCPCS,15839,Excision of excessive skin and subcutaneous tissue
,HCPCS,15840,Free fascial graft for facial nerve paralysis
,HCPCS,15841,Free muscle graft for facial nerve paralysis
,HCPCS,15842,Free muscle flap graft by microsurgical technique for facial nerve paralysis
,HCPCS,15845,Regional muscle transfer for facial nerve paralysis
,HCPCS,15847,Excision of excessive skin and subcutaneous tissue of abdomen
,HCPCS,15850,Removal of suture under anesthesia
,HCPCS,15851,Removal of suture under anesthesia
,HCPCS,15852,Change of dressing under anesthesia
,HCPCS,15860,Intravenous injection of agent
,HCPCS,15876,Suction assisted lipectomy of head and neck
,HCPCS,15877,Suction assisted lipectomy of trunk
,HCPCS,15878,Suction assisted lipectomy of upper extremity
,HCPCS,15879,Suction assisted lipectomy of lower extremity
,HCPCS,15920,Excision of coccygeal pressure ulcer with coccygectomy and primary suture
,HCPCS,15922,Excision of coccygeal pressure ulcer with coccygectomy and flap closure
,HCPCS,15931,Excision of sacral pressure ulcer with primary suture
,HCPCS,15933,Excision of sacral pressure ulcer with ostectomy and primary suture
,HCPCS,15934,Excision of sacral pressure ulcer with skin flap closure
,HCPCS,15935,Excision of sacral pressure ulcer with ostectomy and skin flap closure
,HCPCS,15936,Excision of sacral pressure ulcer
,HCPCS,15937,Excision of sacral pressure ulcer with ostectomy
,HCPCS,15940,Excision of ischial pressure ulcer with primary suture
,HCPCS,15941,Excision of ischial pressure ulcer with ostectomy and primary suture
,HCPCS,15944,Excision of ischial pressure ulcer with skin flap closure
,HCPCS,15945,Excision of ischial pressure ulcer with ostectomy and skin flap closure
,HCPCS,15946,Excision of ischial pressure ulcer with ostectomy
,HCPCS,15950,Excision of trochanteric pressure ulcer with primary suture
,HCPCS,15951,Excision of trochanteric pressure ulcer with ostectomy and primary suture
,HCPCS,15952,Excision of trochanteric pressure ulcer with skin flap closure
,HCPCS,15953,Excision of trochanteric pressure ulcer with ostectomy and skin flap closure
,HCPCS,15956,Excision of trochanteric pressure ulcer
,HCPCS,15958,Excision of trochanteric pressure ulcer with ostectomy
,HCPCS,15999,Excision of pressure ulcer
,HCPCS,16000,Initial local treatment of first degree burn
,HCPCS,16020,Debridement and dressing of partial thickness burn
,HCPCS,16025,Debridement and dressing of partial thickness burn
,HCPCS,16030,Debridement and dressing of partial thickness burn
,HCPCS,16035,Escharotomy
,HCPCS,16036,Escharotomy
,HCPCS,17000,Destruction of premalignant lesion
,HCPCS,17003,Destruction of premalignant lesion
,HCPCS,17004,Destruction of premalignant lesion
,HCPCS,17106,Destruction of cutaneous vascular proliferative lesion
,HCPCS,17107,Destruction of cutaneous vascular proliferative lesion
,HCPCS,17108,Destruction of cutaneous vascular proliferative lesion
,HCPCS,17110,Destruction of benign lesion
,HCPCS,17111,Destruction of benign lesion
,HCPCS,17250,Chemical cauterization of granulation tissue
,HCPCS,17260,Destruction of malignant lesion of trunk
,HCPCS,17261,Destruction of malignant lesion of trunk
,HCPCS,17262,Destruction of malignant lesion of trunk
,HCPCS,17263,Destruction of malignant lesion of trunk
,HCPCS,17264,Destruction of malignant lesion of trunk
,HCPCS,17266,Destruction of malignant lesion of trunk
,HCPCS,17270,Destruction of malignant lesion of foot
,HCPCS,17271,Destruction of malignant lesion of foot
,HCPCS,17272,Destruction of malignant lesion of foot
,HCPCS,17273,Destruction of malignant lesion of foot
,HCPCS,17274,Destruction of malignant lesion of foot
,HCPCS,17276,Destruction of malignant lesion of foot
,HCPCS,17280,Destruction of malignant lesion of ear
,HCPCS,17281,Destruction of malignant lesion of ear
,HCPCS,17282,Destruction of malignant lesion of ear
,HCPCS,17283,Destruction of malignant lesion of ear
,HCPCS,17284,Destruction of malignant lesion of ear
,HCPCS,17286,Destruction of malignant lesion of ear
,HCPCS,17311,Chemosurgery by Mohs' technique
,HCPCS,17312,Chemosurgery by Mohs' technique
,HCPCS,17313,Chemosurgery of trunk by Mohs' technique
,HCPCS,17314,Chemosurgery of arm by Mohs' technique
,HCPCS,17315,Chemosurgery of trunk by Mohs' technique
,HCPCS,17340,Cryotherapy for acne
,HCPCS,17360,Chemical exfoliation for acne
,HCPCS,17380,Epilation by electrolysis
,HCPCS,17999,Procedure on skin and mucous membrane and subcutaneous tissue
,HCPCS,19000,Puncture aspiration of cyst of breast
,HCPCS,19001,Puncture aspiration of cyst of breast
,HCPCS,19020,Mastotomy with drainage of abscess
,HCPCS,19030,Injection procedure for mammary ductogram
,HCPCS,19081,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using stereotactic guidance
,HCPCS,19082,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using stereotactic guidance
,HCPCS,19083,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using ultrasound guidance
,HCPCS,19084,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using ultrasound guidance
,HCPCS,19085,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using magnetic resonance imaging guidance
,HCPCS,19086,Percutaneous biopsy of breast with placement of localization device and imaging of biopsy specimen using magnetic resonance imaging guidance
,HCPCS,19100,Percutaneous core needle biopsy of breast
,HCPCS,19101,Incisional biopsy of breast
,HCPCS,19105,Cryosurgical destruction of fibroadenoma of breast using ultrasound guidance
,HCPCS,19110,Exploration of nipple
,HCPCS,19112,Excision of fistula of lactiferous duct
,HCPCS,19120,Open excision of aberrant tissue of breast
,HCPCS,19125,Open excision of lesion of breast using wire guidance
,HCPCS,19126,Open excision of lesion of breast using wire guidance
,HCPCS,19260,Excision of chest wall tumor
,HCPCS,19271,Excision of chest wall tumor with plastic reconstruction
,HCPCS,19272,Excision of chest wall tumor and mediastinal lymphadenectomy with plastic reconstruction
,HCPCS,19281,Percutaneous placement of breast localization device using imaging guidance
,HCPCS,19282,Percutaneous placement of breast localization device using imaging guidance
,HCPCS,19283,Percutaneous placement of breast localization device using stereotactic device
,HCPCS,19284,Percutaneous placement of breast localization device using stereotactic device
,HCPCS,19285,Percutaneous placement of breast localization device using ultrasound guidance
,HCPCS,19286,Percutaneous placement of breast localization device using ultrasound guidance
,HCPCS,19287,Percutaneous placement of breast localization device using magnetic resonance guidance
,HCPCS,19288,Percutaneous placement of breast localization device using magnetic resonance guidance
,HCPCS,19294,"Preparation of tumor cavity, with placement of radiation therapy applicator for intraoperative radiation therapy (IORT), concurrent with partial mastectomy"
,HCPCS,19296,Insertion of single channel expandable afterloading brachytherapy catheter for radiotherapy into breast using imaging guidance
,HCPCS,19297,Insertion of single channel expandable afterloading brachytherapy catheter for radiotherapy into breast using imaging guidance
,HCPCS,19298,Insertion of afterloading button type and multitube brachytherapy catheter for radiotherapy into breast using imaging guidance
,HCPCS,19300,Mastectomy for gynecomastia
,HCPCS,19301,Partial mastectomy
,HCPCS,19302,Partial mastectomy with axillary lymphadenectomy
,HCPCS,19303,Simple total mastectomy
,HCPCS,19304,Subcutaneous mastectomy
,HCPCS,19305,Radical mastectomy with axillary lymphadenectomy and excision of pectoral muscle
,HCPCS,19306,Radical mastectomy with axillary and internal mammary lymphadenectomy and partial excision of pectoral muscle
,HCPCS,19307,Modified radical mastectomy with axillary lymphadenectomy
,HCPCS,19316,Mastopexy
,HCPCS,19318,Reduction mammoplasty
,HCPCS,19324,Augmentation mammoplasty
,HCPCS,19325,Augmentation mammoplasty with prosthetic implant
,HCPCS,19328,Removal of intact breast implant
,HCPCS,19330,Removal of mammary implant material
,HCPCS,19340,Immediate insertion of breast prosthesis
,HCPCS,19342,Delayed insertion of breast prosthesis
,HCPCS,19350,Reconstruction of areola
,HCPCS,19355,Correction of inverted nipple
,HCPCS,19357,Delayed reconstruction of breast with tissue expander
,HCPCS,19361,Reconstruction of breast with latissimus dorsi flap
,HCPCS,19364,Reconstruction of breast with free flap
,HCPCS,19366,Reconstruction of breast
,HCPCS,19367,Breast reconstruction with single pedicle transverse rectus abdominis myocutaneous flap (TRAM)
,HCPCS,19368,Reconstruction of breast with single pedicle transverse rectus abdominis myocutaneous flap (TRAM) and microvascular anastomosis
,HCPCS,19369,Reconstruction of breast with double pedicle transverse rectus abdominis myocutaneous flap (TRAM)
,HCPCS,19370,Open periprosthetic capsulectomy of breast
,HCPCS,19371,Periprosthetic capsulectomy of breast
,HCPCS,19380,Revision of reconstructed breast
,HCPCS,19396,Preparation of moulage for custom breast implant
,HCPCS,19499,Procedure on breast
,HCPCS,20005,Incision and drainage of abscess of subfascial soft tissue
,HCPCS,20100,Exploration of penetrating wound of neck
,HCPCS,20101,Exploration of penetrating wound of chest
,HCPCS,20102,Exploration of penetrating wound of abdomen
,HCPCS,20103,Exploration of penetrating wound of extremity
,HCPCS,20150,Excision of epiphyseal bar
,HCPCS,20200,Biopsy of muscle
,HCPCS,20205,Biopsy of muscle
,HCPCS,20206,Percutaneous needle biopsy of muscle
,HCPCS,20220,Needle biopsy of bone
,HCPCS,20225,Needle biopsy of bone
,HCPCS,20240,Open biopsy of bone
,HCPCS,20245,Open biopsy of bone
,HCPCS,20250,Open biopsy of vertebral body of thoracic region
,HCPCS,20251,Open biopsy of vertebral body of cervical region
,HCPCS,20500,Therapeutic injection of sinus tract
,HCPCS,20501,Diagnostic injection of sinus tract
,HCPCS,20520,Removal of foreign body from muscle
,HCPCS,20525,Removal of foreign body from muscle
,HCPCS,20526,Therapeutic injection of carpal tunnel
,HCPCS,20527,Injection of enzyme of palmar fascial cord
,HCPCS,20550,Injection of aponeurosis of ligament
,HCPCS,20551,Injection of tendon
,HCPCS,20552,Injection of muscle
,HCPCS,20553,Injection of trigger point of muscle
,HCPCS,20555,Insertion of catheter into muscle and soft tissue for radiation therapy
,HCPCS,20600,Arthrocentesis and injection of joint
,HCPCS,20604,"Arthrocentesis and injection of bursa with ultrasound guidance, permanent recording and reporting"
,HCPCS,20605,Arthrocentesis and injection of joint
,HCPCS,20606,"Arthrocentesis and injection of acromioclavicular joint with ultrasound guidance, permanent recording and reporting"
,HCPCS,20610,Arthrocentesis and injection of joint
,HCPCS,20611,"Arthrocentesis and injection of glenohumeral joint with ultrasound guidance, permanent recording and reporting"
,HCPCS,20612,Aspiration and injection of ganglion cyst
,HCPCS,20615,Aspiration and injection of bone cyst of bone
,HCPCS,20650,Insertion of pin with application of skeletal traction
,HCPCS,20660,Application of cranial caliper
,HCPCS,20661,Application of cranial halo
,HCPCS,20662,Application of pelvic halo
,HCPCS,20663,Application of femoral halo
,HCPCS,20664,Application of cranial halo
,HCPCS,20665,Removal of cranial halo
,HCPCS,20670,Removal of implant
,HCPCS,20680,Removal of implant
,HCPCS,20690,Application of uniplane external bone fixation
,HCPCS,20692,Application of multiplane external bone fixation system
,HCPCS,20693,Adjustment of external bone fixation system under anesthesia
,HCPCS,20694,Removal of external bone fixation system under anesthesia
,HCPCS,20696,Application of multiplane external bone fixation system with stereotactic computer assisted adjustment
,HCPCS,20697,Application of multiplane external bone fixation system with stereotactic computer assisted adjustment
,HCPCS,20802,Replantation of amputated upper arm
,HCPCS,20805,Replantation of amputated lower arm
,HCPCS,20808,Replantation of amputated hand
,HCPCS,20816,Replantation of amputated digit of hand
,HCPCS,20822,Replantation of amputated digit of hand
,HCPCS,20824,Replantation of amputated thumb
,HCPCS,20827,Replantation of amputated thumb
,HCPCS,20838,Replantation of amputated foot
,HCPCS,20900,Bone graft
,HCPCS,20902,Bone graft
,HCPCS,20910,Costochondral cartilage graft
,HCPCS,20912,Cartilage graft to nasal septum
,HCPCS,20920,Fascia lata graft by stripper
,HCPCS,20922,Fascia lata graft
,HCPCS,20924,Tendon graft
,HCPCS,20926,Tissue graft
,HCPCS,20930,Grafting of bone of spine
,HCPCS,20931,Grafting of bone of spine
,HCPCS,20936,Grafting of bone of spine
,HCPCS,20937,Grafting of bone of spine
,HCPCS,20938,Grafting of bone of spine
,HCPCS,20939,"Aspiration of bone marrow for autograft of bone marrow to spine, through separate fascial incision"
,HCPCS,20950,Monitoring of interstitial fluid pressure
,HCPCS,20955,Bone graft from fibula with microvascular anastomosis
,HCPCS,20956,Bone graft from iliac crest with microvascular anastomosis
,HCPCS,20957,Bone graft from metatarsal bone with microvascular anastomosis
